van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME
1,7.05,7.05,4,7.83,7.83,2,7.40,7.40,5,8.00,8.00,3,7.80,7.80
1,9.26,16.31,4,9.36,17.19,2,9.26,16.66,5,9.30,17.30,3,9.29,17.09
1,8.85,25.16,4,8.65,25.84,2,8.68,25.34,5,8.72,26.02,3,8.73,25.82
1,8.87,34.03,4,8.86,34.70,2,8.80,34.14,5,8.74,34.76,3,8.78,34.60
1,9.20,43.23,4,9.04,43.743,2,9.15,43.29,5,9.05,43.811,3,9.11,43.719
