Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME,Anne-Sophie DAVREUX POSITION,Anne-Sophie DAVREUX LAP TIME,Anne-Sophie DAVREUX ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,13.98,13.98,3,14.20,14.20,4,14.30,14.30,2,14.08,14.08
1,11.40,25.38,4,11.38,25.58,3,11.27,25.57,2,11.38,25.46
1,10.25,35.63,4,10.34,35.92,3,10.26,35.83,2,10.29,35.75
1,10.33,45.96,4,10.33,46.25,3,10.33,46.16,2,10.32,46.07
1,10.40,56.36,4,10.48,56.73,3,10.42,56.58,2,10.43,56.50
1,10.10,1:06.46,4,10.14,1:06.87,3,10.13,1:06.71,2,10.14,1:06.64
1,9.69,1:16.15,4,9.95,1:16.82,3,9.88,1:16.59,2,9.94,1:16.58
1,9.84,1:25.99,4,10.28,1:27.10,2,10.25,1:26.84,3,10.26,1:26.84
1,10.15,1:36.140,2,10.63,1:37.725,0,,PEN,3,11.57,1:38.404
