Cole William Isaac KRUEGER POSITION,Cole William Isaac KRUEGER LAP TIME,Cole William Isaac KRUEGER ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME
1,12.39,12.39,2,12.70,12.70,3,12.77,12.77
1,9.37,21.76,2,9.17,21.87,3,9.20,21.97
1,9.26,31.02,2,9.23,31.10,3,9.22,31.19
1,9.14,40.16,3,9.13,40.23,1,8.97,40.16
3,9.37,49.53,2,9.18,49.41,1,9.17,49.33
3,9.48,59.01,2,9.47,58.88,1,9.47,58.80
3,9.50,1:08.51,2,9.50,1:08.38,1,9.49,1:08.29
3,9.62,1:18.13,2,9.45,1:17.83,1,9.39,1:17.68
3,9.38,1:27.496,2,9.24,1:27.056,1,9.25,1:26.915
