Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME
1,6.98,6.98,2,7.12,7.12,3,7.26,7.26,4,7.59,7.59
1,9.08,16.06,2,9.04,16.16,3,9.11,16.37,4,9.42,17.01
2,8.77,24.83,1,8.59,24.75,3,8.71,25.08,4,8.94,25.95
2,8.87,33.70,1,8.86,33.61,3,8.85,33.93,4,9.00,34.95
1,8.96,42.651,2,9.05,42.652,3,9.03,42.959,4,9.29,44.231
