Ivanie BLONDIN POSITION,Ivanie BLONDIN LAP TIME,Ivanie BLONDIN ELAPSED TIME,Lucie TEPLA POSITION,Lucie TEPLA LAP TIME,Lucie TEPLA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Tatiana ZIMOVA POSITION,Tatiana ZIMOVA LAP TIME,Tatiana ZIMOVA ELAPSED TIME
0,7.775,7.775,0,8.261,8.261,0,7.389,7.389,0,8.313,8.313
0,9.801,17.576,0,10.800,19.061,0,9.903,17.292,0,10.339,18.652
0,9.650,27.226,0,10.597,29.658,0,9.736,27.028,0,9.790,28.442
0,9.737,36.962,0,10.893,40.551,0,9.772,36.799,0,9.826,38.268
0,,,0,,,0,,,0,,
