Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Andriy KOZHUKH POSITION,Andriy KOZHUKH LAP TIME,Andriy KOZHUKH ELAPSED TIME
1,16.470,16.470,3,16.960,16.960,4,17.470,17.470,2,16.470,16.470
1,14.980,31.450,3,14.930,31.890,4,14.460,31.930,2,15.160,31.640
2,12.260,43.710,4,12.120,44.020,3,12.000,43.930,1,11.250,42.890
2,9.570,53.290,4,9.920,53.940,3,9.410,53.340,1,9.910,52.800
2,9.650,1:02.940,4,9.370,1:03.310,3,9.780,1:03.120,1,9.350,1:02.160
2,9.310,1:12.250,4,9.510,1:12.820,3,9.510,1:12.640,1,9.950,1:12.110
2,9.680,1:21.940,4,9.570,1:22.390,3,9.570,1:22.210,1,9.750,1:21.870
1,9.620,1:31.560,4,9.880,1:32.280,2,9.750,1:31.970,3,10.120,1:31.990
1,10.070,1:41.640,2,9.680,1:41.960,3,10.080,1:42.050,4,10.100,1:42.100
