Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME
3,16.452,16.452,2,16.409,16.409,4,16.586,16.586,1,16.406,16.406
4,12.194,28.645,3,12.204,28.613,1,11.630,28.216,2,12.179,28.585
4,10.681,39.325,2,10.621,39.234,1,10.823,39.038,3,10.715,39.300
4,10.767,50.092,1,10.614,49.847,2,10.818,49.856,3,10.638,49.937
4,10.562,1:00.654,2,10.619,1:00.465,1,10.354,1:00.209,3,10.662,1:00.599
4,10.656,1:11.309,2,10.533,1:10.998,1,10.741,1:10.950,3,10.540,1:11.138
4,10.463,1:21.772,1,9.907,1:20.904,3,10.298,1:21.247,2,10.022,1:21.159
4,10.746,1:32.518,1,9.942,1:30.845,3,10.174,1:31.421,2,9.850,1:31.009
4,11.08,1:43.595,1,10.48,1:41.318,3,10.94,1:42.354,2,10.38,1:41.382
