LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME
3,7.51,7.51,1,7.03,7.03,4,7.72,7.72,2,7.11,7.11,5,7.96,7.96
3,9.05,16.56,1,9.01,16.04,4,9.32,17.04,2,9.04,16.15,5,9.66,17.62
3,8.65,25.21,1,8.54,24.58,4,8.98,26.02,2,8.55,24.70,5,9.36,26.98
3,8.77,33.98,1,8.56,33.14,4,9.05,35.07,2,8.53,33.23,5,9.50,36.48
3,9.07,43.045,1,8.75,41.882,4,9.38,44.443,2,8.80,42.016,5,9.76,46.228
