HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,Clement FLORAC POSITION,Clement FLORAC LAP TIME,Clement FLORAC ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME
1,12.28,12.28,2,12.40,12.40,4,12.60,12.60,3,12.49,12.49,5,12.72,12.72,6,12.84,12.84
1,9.36,21.64,3,9.38,21.78,5,9.31,21.91,2,9.28,21.77,4,9.18,21.90,6,9.18,22.02
1,9.19,30.83,3,9.23,31.01,5,9.33,31.24,2,9.18,30.95,4,9.25,31.15,6,9.34,31.36
1,9.12,39.95,3,9.16,40.17,5,9.16,40.40,2,9.14,40.09,4,9.18,40.33,6,9.12,40.48
1,9.13,49.08,2,9.06,49.23,6,9.22,49.62,3,9.15,49.24,4,9.06,49.39,5,9.01,49.49
1,9.06,58.14,2,9.07,58.30,6,9.21,58.83,3,9.26,58.50,5,9.30,58.69,4,9.09,58.58
1,8.90,1:07.04,2,9.01,1:07.31,6,9.42,1:08.25,4,9.41,1:07.91,5,9.33,1:08.02,3,9.10,1:07.68
1,9.00,1:16.04,2,9.05,1:16.36,6,9.58,1:17.83,4,9.52,1:17.43,5,9.62,1:17.64,3,9.24,1:16.92
1,9.30,1:25.34,2,9.27,1:25.63,6,10.15,1:27.98,4,9.88,1:27.31,5,10.04,1:27.68,3,9.48,1:26.40
