Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Stephen LEE POSITION,Stephen LEE LAP TIME,Stephen LEE ELAPSED TIME
1,6.751,6.751,2,6.966,6.966,3,7.085,7.085,4,7.318,7.318
1,9.028,15.779,2,8.966,15.932,3,8.967,16.052,4,9.403,16.721
1,8.581,24.360,3,8.646,24.578,2,8.500,24.551,4,9.158,25.878
2,9.013,33.372,3,9.108,33.686,1,8.794,33.344,4,9.385,35.263
1,9.20,42.571,3,9.47,43.147,2,9.38,42.721,4,9.85,45.108
