Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME,ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME
2,13.02,13.02,3,13.17,13.17,1,12.84,12.84,4,13.37,13.37
2,10.51,23.53,3,10.43,23.60,1,10.58,23.42,4,10.39,23.76
1,10.09,33.62,3,10.29,33.89,2,10.35,33.77,4,10.25,34.01
1,10.03,43.65,3,9.98,43.87,2,9.96,43.73,4,9.99,44.00
1,9.82,53.47,3,9.72,53.59,2,9.82,53.55,4,9.76,53.76
1,9.44,1:02.91,3,9.54,1:03.13,2,9.44,1:02.99,4,9.50,1:03.26
2,9.64,1:12.55,3,9.52,1:12.65,1,9.52,1:12.51,4,9.53,1:12.79
2,9.81,1:22.36,3,9.81,1:22.46,1,9.76,1:22.27,4,9.82,1:22.61
2,9.84,1:32.197,3,9.82,1:32.275,1,9.87,1:32.136,4,9.85,1:32.458
