YAO Yao POSITION,YAO Yao LAP TIME,YAO Yao ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
2,13.760,13.760,3,13.883,13.883,1,13.719,13.719,4,14.056,14.056
3,10.735,24.495,2,10.604,24.487,1,10.603,24.322,4,10.592,24.647
3,10.083,34.577,2,9.998,34.484,1,10.016,34.338,4,10.097,34.744
3,10.283,44.860,2,9.990,44.474,1,9.910,44.247,4,10.188,44.932
3,10.147,55.006,2,10.334,54.807,1,10.480,54.726,4,10.162,55.093
3,10.161,1:05.166,2,10.290,1:05.097,1,9.973,1:04.698,4,10.290,1:05.383
3,10.329,1:15.495,2,10.158,1:15.255,1,10.406,1:15.104,4,10.291,1:15.673
3,10.725,1:26.220,1,10.641,1:25.895,2,10.801,1:25.905,4,10.631,1:26.303
3,10.66,1:36.875,2,10.64,1:36.526,1,10.51,1:36.409,4,10.99,1:37.284
