Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME
3,6.94,6.94,1,6.58,6.58,2,6.69,,3,6.94,6.94
4,8.81,15.75,1,8.63,15.21,2,8.62,,3,8.60,15.54
4,8.13,23.88,1,8.25,23.46,2,8.23,,3,8.09,23.63
4,8.28,32.16,1,8.41,31.87,2,8.44,,3,8.37,32.00
2,8.49,40.65,1,8.65,40.52,3,9.19,,4,11.38,43.38
