Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
4,7.26,7.26,1,6.94,6.94,3,7.09,7.09,5,7.39,7.39,2,7.00,7.00
4,9.27,16.53,2,9.35,16.29,3,9.23,16.32,5,9.36,16.75,1,9.13,16.13
4,8.81,25.34,3,8.88,25.17,2,8.76,25.08,5,9.05,25.80,1,8.68,24.81
4,8.98,34.32,3,8.99,34.16,2,8.88,33.96,5,9.25,35.05,1,8.84,33.65
4,9.20,43.513,3,9.32,43.477,2,9.31,43.268,5,9.58,44.629,1,9.11,42.754
