SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
1,6.716,6.716,3,7.108,7.108,2,6.943,6.943,4,7.169,7.169
1,8.808,15.525,3,9.235,16.343,2,9.054,15.997,4,9.186,16.355
1,8.609,24.134,3,8.949,25.293,2,8.902,24.900,4,8.942,25.297
1,8.676,32.810,4,9.020,34.312,2,9.165,34.065,3,8.908,34.204
1,8.984,41.793,4,9.482,43.795,2,9.366,43.431,3,9.285,43.490
