SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME
1,6.65,6.65,3,7.00,7.00,2,6.89,6.89,4,7.29,7.29
1,9.12,15.77,3,9.26,16.26,2,9.24,16.13,4,9.26,16.55
1,8.98,24.75,2,8.86,25.12,3,9.20,25.33,4,9.04,25.59
1,8.87,33.62,2,9.07,34.19,3,9.15,34.48,4,9.06,34.65
1,9.35,42.967,2,9.36,43.542,3,9.38,43.859,4,9.47,44.111
