XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,6.76,6.76,2,6.85,6.85,3,7.08,7.08,4,7.25,7.25
1,8.80,15.56,2,8.81,15.66,3,8.73,15.81,4,8.65,15.90
1,8.43,23.99,4,8.59,24.25,2,8.23,24.04,3,8.33,24.23
1,8.51,32.50,4,9.08,33.33,2,8.58,32.62,3,8.47,32.70
1,8.74,41.24,4,9.03,42.36,2,8.73,41.35,3,8.87,41.57
