ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,Marc-Olivier LEMAY POSITION,Marc-Olivier LEMAY LAP TIME,Marc-Olivier LEMAY ELAPSED TIME,KIM Si Un POSITION,KIM Si Un LAP TIME,KIM Si Un ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
5,15.45,15.45,3,15.16,15.16,2,14.98,14.98,1,14.80,14.80,4,15.28,15.28
5,11.21,26.66,3,11.26,26.42,2,11.29,26.27,1,11.29,26.09,4,11.21,26.49
5,10.56,37.22,2,10.39,36.81,1,10.37,36.64,3,10.76,36.85,4,10.49,36.98
5,9.78,47.00,2,9.67,46.48,1,9.74,46.38,4,9.89,46.74,3,9.61,46.59
5,9.60,56.60,2,9.41,55.89,1,9.41,55.79,4,9.45,56.19,3,9.39,55.98
5,9.79,1:06.39,2,9.19,1:05.08,1,9.17,1:04.96,4,9.57,1:05.76,3,9.21,1:05.19
5,10.21,1:16.60,3,9.25,1:14.33,1,9.08,1:14.04,4,10.00,1:15.76,2,8.91,1:14.10
5,10.62,1:27.22,3,8.99,1:23.32,1,9.10,1:23.14,4,10.30,1:26.06,2,9.14,1:23.24
5,10.65,1:37.87,3,9.25,1:32.57,1,9.13,1:32.27,4,10.94,1:37.00,2,9.12,1:32.36
