BENKO Tomas POSITION,BENKO Tomas LAP TIME,BENKO Tomas ELAPSED TIME,Thomas de WITTE POSITION,Thomas de WITTE LAP TIME,Thomas de WITTE ELAPSED TIME,KOCARNIK Jan POSITION,KOCARNIK Jan LAP TIME,KOCARNIK Jan ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME
2,7.475,7.475,5,18.766,18.766,1,7.470,7.470,4,8.095,8.095,3,7.869,7.869
2,9.858,17.332,5,14.217,32.983,3,9.863,17.333,4,10.588,18.683,1,9.430,17.299
4,11.834,29.165,5,10.767,43.749,2,9.750,27.083,3,10.178,28.860,1,9.655,26.953
4,10.156,39.321,5,10.586,54.335,1,9.999,37.081,3,10.346,39.206,2,10.174,37.127
4,10.63,49.945,5,10.66,1:04.987,1,10.16,47.239,3,10.52,49.723,2,11.25,48.375
