CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME
1,7.09,7.09,2,7.21,7.21,4,7.66,7.66,3,7.47,7.47
1,9.18,16.27,2,9.15,16.36,4,9.26,16.92,3,9.24,16.71
1,8.68,24.95,2,8.68,25.04,4,8.66,25.58,3,8.58,25.29
1,8.76,33.71,2,8.83,33.87,4,8.71,34.29,3,8.67,33.96
1,8.98,42.681,3,9.17,43.031,4,8.85,43.139,2,8.87,42.825
