Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,12.92,12.92,3,13.27,13.27,4,13.41,13.41,2,13.24,13.24
1,9.94,22.86,4,10.19,23.46,3,9.92,23.33,2,9.93,23.17
1,9.61,32.47,4,9.43,32.89,3,9.44,32.77,2,9.49,32.66
1,9.26,41.73,4,9.32,42.21,3,9.40,42.17,2,9.26,41.92
1,9.72,51.45,4,9.56,51.77,3,9.49,51.66,2,9.58,51.50
1,9.21,1:00.66,3,9.45,1:01.22,4,9.57,1:01.23,2,9.53,1:01.03
1,9.26,1:09.92,3,9.16,1:10.38,4,9.22,1:10.45,2,9.18,1:10.21
1,9.19,1:19.11,3,9.18,1:19.56,4,9.27,1:19.72,2,9.08,1:19.29
1,9.36,1:28.465,4,28.66,1:48.211,3,9.49,1:29.207,2,9.58,1:28.864
