Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Maxime FORTIN POSITION,Maxime FORTIN LAP TIME,Maxime FORTIN ELAPSED TIME,CHEN Shangpeng POSITION,CHEN Shangpeng LAP TIME,CHEN Shangpeng ELAPSED TIME,YOU Dong-Kun POSITION,YOU Dong-Kun LAP TIME,YOU Dong-Kun ELAPSED TIME
2,12.40,12.40,3,12.57,12.57,1,12.22,12.22,4,12.67,12.67
3,9.99,22.39,2,9.62,22.19,1,9.92,22.15,4,9.80,22.48
4,9.85,32.24,1,9.88,32.08,2,9.94,32.09,3,9.73,32.22
4,9.70,41.94,2,9.67,41.75,1,9.50,41.59,3,9.57,41.79
4,9.80,51.75,3,9.92,51.67,1,9.73,51.33,2,9.73,51.53
4,9.21,1:00.96,3,9.20,1:00.88,2,9.53,1:00.87,1,9.27,1:00.81
4,9.57,1:10.53,3,9.48,1:10.36,2,9.38,1:10.25,1,9.28,1:10.09
3,9.24,1:19.77,2,8.91,1:19.27,4,9.54,1:19.80,1,9.11,1:19.21
3,9.53,1:29.292,2,9.70,1:28.968,4,9.91,1:29.705,1,9.61,1:28.819
