Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME
3,12.50,12.50,2,12.41,12.41,1,12.11,12.11,4,12.54,12.54
4,9.26,21.76,2,9.25,21.66,1,9.46,21.57,3,9.17,21.71
4,9.68,31.44,3,9.43,31.09,2,9.43,31.00,1,9.18,30.89
4,9.34,40.78,3,9.44,40.53,2,9.44,40.44,1,9.45,40.34
4,9.33,50.11,3,9.45,49.98,2,9.44,49.88,1,9.46,49.80
4,9.49,59.60,3,9.52,59.50,2,9.52,59.40,1,9.44,59.24
4,9.51,1:09.11,3,9.40,1:08.90,2,9.44,1:08.84,1,9.46,1:08.70
4,9.75,1:18.86,2,9.41,1:18.31,3,9.48,1:18.32,1,9.53,1:18.23
4,10.34,1:29.20,2,9.63,1:27.94,3,9.82,1:28.14,1,9.60,1:27.83
