START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
5,10.07,10.07,2,9.85,9.85,8,10.38,10.38,6,10.16,10.16,3,9.92,9.92,7,10.24,10.24,4,10.01,,1,9.84,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
5,12.40,22.47,3,12.40,22.25,8,12.52,22.90,6,12.52,22.68,4,12.50,22.42,7,12.52,22.76,1,12.08,,2,12.31,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
5,12.61,35.08,3,12.63,34.88,8,12.60,35.50,6,12.54,35.22,4,12.49,34.91,7,12.59,35.35,2,12.57,,1,12.44,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
6,11.58,46.66,3,11.53,46.41,8,11.47,46.97,7,11.63,46.85,4,11.64,46.55,5,11.27,46.62,2,11.60,,1,11.50,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
6,11.56,58.22,2,11.50,57.91,7,11.42,58.39,8,11.56,58.41,5,11.60,58.15,4,11.47,58.09,3,11.69,,1,11.69,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
3,10.26,1:08.48,2,10.54,1:08.45,4,10.19,1:08.58,8,10.59,1:09.00,7,10.73,1:08.88,6,10.51,1:08.60,4,10.63,,1,10.59,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
4,10.16,1:18.64,2,10.08,1:18.53,3,10.00,1:18.58,7,9.94,1:18.94,6,9.97,1:18.85,5,10.10,1:18.70,8,10.50,,1,10.04,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
3,9.91,1:28.55,2,9.91,1:28.44,1,9.76,1:28.34,6,9.99,1:28.93,5,9.97,1:28.82,4,10.00,1:28.70,7,10.00,,,,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
3,9.90,1:38.45,2,9.91,1:38.35,1,9.88,1:38.22,6,9.82,1:38.75,5,9.81,1:38.63,4,9.79,1:38.49,7,9.81,,8,,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
4,9.95,1:48.40,2,9.82,1:48.17,1,9.91,1:48.13,6,9.88,1:48.63,5,9.88,1:48.51,3,9.81,1:48.30,7,9.86,,8,12.37,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
4,9.80,1:58.20,1,9.86,1:58.03,3,10.04,1:58.17,6,9.73,1:58.36,5,9.82,1:58.33,2,9.76,1:58.06,7,9.81,,8,11.83,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
4,10.04,2:08.24,1,10.03,2:08.06,6,10.31,2:08.48,2,9.72,2:08.08,5,9.92,2:08.25,3,10.07,2:08.13,7,10.05,,8,11.50,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
5,10.17,2:18.41,3,10.03,2:18.09,7,10.63,2:19.11,1,9.24,2:17.32,2,9.57,2:17.82,4,10.15,2:18.28,6,10.22,,8,12.42,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
5,10.25,2:28.649,3,10.33,2:28.42,6,10.99,2:30.088,1,10.03,2:27.35,2,9.77,2:27.59,4,10.21,2:28.49,6,10.65,,,,,2016-2017,ISU World Short Track Championships 2017,1500m,w,Semifinals,3
