Guillaume BLAIS DUFOUR POSITION,Guillaume BLAIS DUFOUR LAP TIME,Guillaume BLAIS DUFOUR ELAPSED TIME,Rafal PIORECKI POSITION,Rafal PIORECKI LAP TIME,Rafal PIORECKI ELAPSED TIME,Jan-Ebele van der REE POSITION,Jan-Ebele van der REE LAP TIME,Jan-Ebele van der REE ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
1,6.76,6.76,3,7.07,7.07,4,7.29,7.29,2,7.00,7.00
1,9.19,15.96,3,9.15,16.22,4,9.13,16.42,2,9.13,16.13
1,8.74,24.70,3,9.00,25.22,4,8.88,25.31,2,8.76,24.90
1,8.87,33.57,3,8.86,34.09,4,9.04,34.36,2,8.89,33.80
1,9.29,42.855,3,9.02,43.102,4,9.45,43.801,2,9.25,43.050
