Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
2,12.90,12.90,4,13.15,13.15,5,13.35,13.35,1,12.79,12.79,3,13.02,13.02
2,10.14,23.04,4,10.07,23.22,5,9.97,23.32,1,10.15,22.94,3,10.10,23.12
2,9.79,32.83,4,9.80,33.02,5,9.80,33.12,1,9.77,32.71,3,9.79,32.91
2,9.65,42.48,4,9.67,42.69,5,9.66,42.78,1,9.67,42.38,3,9.66,42.57
2,9.50,51.98,4,9.52,52.21,5,9.50,52.28,1,9.45,51.83,3,9.51,52.08
2,9.46,1:01.44,4,9.37,1:01.58,5,9.45,1:01.73,1,9.50,1:01.33,3,9.44,1:01.52
2,9.54,1:10.98,4,9.63,1:11.21,5,9.62,1:11.35,1,9.54,1:10.87,3,9.56,1:11.08
2,9.64,1:20.62,4,9.64,1:20.85,5,9.71,1:21.06,1,9.71,1:20.58,3,9.74,1:20.82
1,9.57,1:30.19,4,10.31,1:31.163,5,10.22,1:31.283,2,9.95,1:30.53,3,10.22,1:31.041
