Aafke SOET POSITION,Aafke SOET LAP TIME,Aafke SOET ELAPSED TIME,Ylenia TOTA POSITION,Ylenia TOTA LAP TIME,Ylenia TOTA ELAPSED TIME,XIAO Han POSITION,XIAO Han LAP TIME,XIAO Han ELAPSED TIME,Kyoko TATSUMI POSITION,Kyoko TATSUMI LAP TIME,Kyoko TATSUMI ELAPSED TIME
4,13.97,13.97,3,13.89,13.89,1,13.68,13.68,2,13.79,13.79
4,10.12,24.09,3,10.09,23.98,1,10.05,23.73,2,10.09,23.88
4,9.78,33.87,3,9.82,33.80,1,9.83,33.56,2,9.82,33.70
4,9.55,43.42,3,9.53,43.33,1,9.53,43.09,2,9.52,43.22
4,9.31,52.73,3,9.32,52.65,1,9.31,52.40,2,9.35,52.57
4,9.31,1:02.04,3,9.22,1:01.87,1,9.17,1:01.57,2,9.26,1:01.83
4,9.51,1:11.55,2,9.39,1:11.26,1,9.24,1:10.81,3,9.55,1:11.38
4,9.92,1:21.47,2,9.56,1:20.82,1,9.33,1:20.14,3,9.53,1:20.91
0,,notime,0,,notime,0,,notime,0,,notime
