FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
1,7.05,7.05,4,7.45,7.45,3,7.35,7.35,5,7.62,7.62,2,7.15,7.15
1,9.26,16.31,4,9.35,16.80,3,9.32,16.67,5,9.37,16.99,2,9.25,16.40
1,8.83,25.14,3,8.77,25.57,5,9.32,25.99,4,8.81,25.80,2,8.82,25.22
1,8.95,34.09,3,8.96,34.53,5,9.34,35.33,4,9.01,34.81,2,8.96,34.18
1,9.17,43.259,3,9.14,43.666,5,9.62,44.949,4,9.14,43.950,2,9.19,43.365
