Ainara EQUISOAIN POSITION,Ainara EQUISOAIN LAP TIME,Ainara EQUISOAIN ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
4,8.10,8.10,1,7.45,7.45,3,7.86,7.86,2,7.61,7.61
4,15.27,23.37,1,9.63,17.08,3,10.07,17.93,2,9.74,17.35
4,19.14,42.51,1,9.16,26.24,3,9.48,27.41,2,9.27,26.62
4,14.35,56.86,1,9.35,35.59,3,9.68,37.09,2,9.55,36.17
4,13.96,1:10.819,1,9.70,45.286,3,9.89,46.972,2,9.77,45.934
