WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
1,7.21,7.21,3,7.51,7.51,4,7.67,7.67,2,7.32,7.32
1,9.18,16.39,3,9.42,16.93,4,9.41,17.08,2,9.20,16.52
1,8.77,25.16,3,9.13,26.06,4,9.13,26.21,2,8.79,25.31
1,8.97,34.13,3,9.31,35.37,4,9.26,35.47,2,8.97,34.28
1,9.21,43.334,3,9.71,45.079,4,9.75,45.216,2,9.44,43.720
