Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,13.150,13.150,3,13.690,13.690,4,13.940,13.940,2,13.300,13.300
4,11.310,24.470,3,10.320,24.010,2,9.930,23.880,1,10.240,23.540
1,9.240,33.710,3,9.900,33.910,4,10.560,34.440,2,10.190,33.730
1,9.330,43.050,4,9.770,43.690,3,9.090,43.540,2,9.540,43.280
1,9.660,52.720,3,9.550,53.240,2,9.680,53.220,4,16.100,59.380
2,9.940,1:02.660,4,9.490,1:02.730,3,9.500,1:02.720,1,3.280,1:02.660
1,8.890,1:11.560,2,9.360,1:12.100,4,9.530,1:12.250,3,9.490,1:12.150
4,10.430,1:22.000,3,9.810,1:21.920,1,9.090,1:21.340,2,9.330,1:21.490
1,8.570,1:30.570,4,9.910,1:31.830,2,10.300,1:31.650,3,10.290,1:31.780
