Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME
0,14.755,14.755,0,14.386,14.386,0,14.463,14.463,0,15.008,15.008
0,11.468,26.223,0,11.550,25.936,0,11.465,25.927,0,11.316,26.325
0,10.230,36.453,0,10.139,36.075,0,10.385,36.313,0,9.840,36.165
0,9.883,46.337,0,9.865,45.940,0,9.836,46.149,0,9.915,46.080
0,10.502,56.839,0,10.376,56.315,0,10.487,56.635,0,10.550,56.630
0,10.070,1:06.908,0,9.931,1:06.246,0,10.010,1:06.645,0,10.013,1:06.643
0,9.823,1:16.731,0,9.969,1:16.216,0,9.877,1:16.523,0,10.035,1:16.678
0,9.609,1:26.340,0,9.700,1:25.915,0,9.691,1:26.214,0,9.453,1:26.131
0,9.831,1:36.171,0,9.788,1:35.703,0,9.649,1:35.863,0,9.887,1:36.018
