PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,SOMOGYI Barbara POSITION,SOMOGYI Barbara LAP TIME,SOMOGYI Barbara ELAPSED TIME,FILIPOVA Lucia POSITION,FILIPOVA Lucia LAP TIME,FILIPOVA Lucia ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME
1,7.51,7.51,2,7.69,7.69,5,8.17,8.17,4,7.82,7.82,3,7.81,7.81
1,9.68,17.19,2,9.59,17.28,5,9.88,18.05,4,9.80,17.62,3,9.57,17.38
1,9.22,26.41,2,9.21,26.49,5,9.34,27.39,4,9.19,26.81,3,9.18,26.56
1,9.38,35.79,3,9.48,35.97,5,9.56,36.95,4,9.31,36.12,2,9.30,35.86
1,9.61,45.40,3,9.56,45.53,5,10.05,47.00,4,9.59,45.71,2,9.63,45.49
