LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,CHENG Eric I POSITION,CHENG Eric I LAP TIME,CHENG Eric I ELAPSED TIME,Andriy KOZHUKH POSITION,Andriy KOZHUKH LAP TIME,Andriy KOZHUKH ELAPSED TIME
1,16.730,16.730,3,17.040,17.040,2,16.980,16.980,4,17.200,17.200
1,13.720,30.450,3,13.630,30.670,2,13.680,30.660,4,13.730,30.930
2,12.210,42.670,4,12.270,42.950,3,12.060,42.720,1,11.430,42.370
2,10.190,52.860,3,9.960,52.910,4,10.250,52.970,1,10.400,52.780
3,10.290,1:03.150,1,10.000,1:02.910,4,10.300,1:03.270,2,10.230,1:03.010
1,9.760,1:12.920,2,10.160,1:13.080,4,10.030,1:13.300,3,10.120,1:13.140
1,9.660,1:22.580,2,9.690,1:22.770,4,9.950,1:23.260,3,9.820,1:22.960
1,9.950,1:32.530,2,9.800,1:32.580,4,9.810,1:33.080,3,10.080,1:33.040
1,9.890,1:42.430,2,10.040,1:42.620,4,10.700,1:43.790,3,10.490,1:43.540
