Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
3,7.84,7.84,1,7.26,,4,8.01,8.01,2,7.40,
3,9.63,17.47,1,9.55,,4,9.71,17.72,2,9.52,
3,9.03,26.50,1,8.93,,4,8.92,26.64,2,8.94,
3,9.07,35.57,1,9.10,,4,9.05,35.69,2,9.06,
3,9.22,44.79,1,9.50,,4,9.31,45.00,2,9.53,44.45
