CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME
1,7.22,7.22,4,7.78,7.78,2,7.37,7.37,3,7.50,7.50
1,9.25,16.47,4,9.62,17.40,2,9.50,16.87,3,9.46,16.96
1,8.86,25.33,4,8.98,26.38,3,9.30,26.17,2,8.99,25.95
1,9.07,34.40,3,9.03,35.41,4,9.52,35.69,2,9.15,35.10
1,9.31,43.701,3,9.21,44.615,4,10.38,46.066,2,9.38,44.474
