Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME
4,14.3540,14.3540,1,14.0539,14.0539,3,14.2229,14.2229,2,14.0753,14.0753
4,11.4057,25.7597,3,11.4751,25.5290,1,11.2372,25.4601,2,11.4192,25.4945
4,9.7683,35.5280,3,9.8644,35.3934,2,9.9056,35.3657,1,9.7910,35.2855
4,10.2649,45.7929,3,10.1967,45.5901,2,10.1556,45.5213,1,10.1361,45.4216
2,9.5210,55.3139,3,9.7299,55.3200,4,9.8238,55.3451,1,9.7925,55.2141
4,9.6530,1:04.9669,3,9.4813,1:04.8013,2,9.3308,1:04.6759,1,9.3902,1:04.6043
4,9.0477,1:14.0146,3,9.0578,1:13.8591,2,9.0504,1:13.7263,1,9.0346,1:13.6389
4,9.2393,1:23.2539,3,8.9196,1:22.7787,1,8.8226,1:22.5489,2,9.0357,1:22.6746
4,9.46,1:32.707,3,9.32,1:32.097,1,9.17,1:31.715,2,9.22,1:31.890
