HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
1,6.84,6.84,2,6.92,6.92,3,7.09,7.09,4,7.27,7.27
1,9.09,15.93,2,9.15,16.07,3,9.26,16.35,4,9.17,16.44
1,8.72,24.65,2,8.82,24.89,3,8.99,25.34,4,8.92,25.36
1,9.07,33.72,2,9.00,33.89,3,8.86,34.20,4,9.09,34.45
1,9.29,43.010,2,9.40,43.284,3,9.25,43.443,4,9.40,43.849
