Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
3,13.92,13.92,1,13.74,13.74,4,13.99,13.99,2,13.81,13.81,5,14.21,14.21
4,10.99,24.91,2,11.07,24.81,3,10.83,24.82,1,10.97,24.78,5,11.21,25.42
3,10.72,35.63,2,10.79,35.60,1,10.66,35.48,4,10.88,35.66,5,10.77,36.19
3,9.86,45.49,2,9.87,45.47,1,9.79,45.27,4,9.93,45.59,5,9.64,45.83
3,10.67,56.16,2,10.61,56.08,1,10.55,55.82,4,10.72,56.31,5,10.52,56.35
3,10.78,1:06.94,2,10.69,1:06.77,1,10.80,1:06.62,4,10.77,1:07.08,5,10.88,1:07.23
3,10.33,1:17.27,2,10.47,1:17.24,1,10.38,1:17.00,4,10.32,1:17.40,5,10.77,1:18.00
2,10.18,1:27.45,3,10.25,1:27.49,1,10.26,1:27.26,4,10.37,1:27.77,5,10.80,1:28.80
3,10.64,1:38.086,2,10.48,1:37.967,1,10.63,1:37.885,4,10.57,1:38.340,5,11.47,1:40.264
