Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,LAHIMAKHAY Ivan POSITION,LAHIMAKHAY Ivan LAP TIME,LAHIMAKHAY Ivan ELAPSED TIME
1,12.22,12.22,5,12.69,12.69,3,12.42,12.42,2,12.30,12.30,4,12.52,12.52
1,9.55,21.77,5,9.53,22.22,3,9.60,22.02,2,9.53,21.83,4,9.59,22.11
1,9.28,31.05,5,9.21,31.43,3,9.23,31.25,2,9.28,31.11,4,9.21,31.32
1,9.25,40.30,5,9.30,40.73,3,9.25,40.50,2,9.27,40.38,4,9.28,40.60
2,9.19,49.49,5,9.15,49.88,3,9.16,49.66,1,9.07,49.45,4,9.19,49.79
2,9.09,58.58,5,9.45,59.33,3,9.18,58.84,1,9.01,58.46,4,9.26,59.05
2,9.15,1:07.73,5,9.52,1:08.85,3,9.60,1:08.44,1,9.19,1:07.65,4,9.47,1:08.52
2,9.25,1:16.98,5,9.80,1:18.65,4,10.12,1:18.56,1,9.18,1:16.83,3,9.99,1:18.51
2,9.55,1:26.53,3,10.37,1:29.02,5,10.77,1:29.33,1,9.52,1:26.35,4,10.70,1:29.21
