Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
1,6.68,6.68,2,6.87,6.87,4,7.13,7.13,3,6.99,6.99
1,8.95,15.63,2,8.84,15.71,4,8.92,16.05,3,8.92,15.91
1,8.51,24.14,2,8.51,24.22,4,8.49,24.54,3,8.41,24.32
1,8.54,32.68,2,8.54,32.76,4,8.69,33.23,3,8.55,32.87
1,8.73,41.407,2,8.76,41.511,4,8.98,42.205,3,8.82,41.687
