SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.50,6.50,3,6.94,6.94,2,6.78,6.78,4,7.02,7.02
1,8.94,15.45,2,23.55,30.50,0,,,3,30.84,37.86
1,8.63,24.09,3,13.62,44.12,2,0.00,24.49,4,14.65,52.51
1,8.70,32.79,3,11.33,55.46,2,8.60,33.09,4,12.52,1:05.03
1,9.04,41.828,3,11.43,1:06.882,2,9.17,42.258,4,12.85,1:17.874
