BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
3,7.612,7.612,2,7.316,7.316,1,7.234,7.234,4,7.628,7.628
2,9.691,17.302,4,10.414,17.730,1,9.920,17.154,3,9.806,17.434
2,9.714,27.016,4,9.516,27.245,1,9.728,26.881,3,9.676,27.109
4,9.882,36.897,2,9.595,36.840,1,9.828,36.708,3,9.732,36.841
2,9.86,46.751,3,9.99,46.827,1,10.00,46.702,4,10.41,47.242
