WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
1,6.70,6.70,2,6.85,6.85,3,7.02,7.02,4,7.12,7.12
1,8.80,15.50,2,8.90,15.75,3,8.86,15.88,4,9.03,16.15
1,8.53,24.03,2,8.57,24.32,3,8.52,24.40,4,8.82,24.97
1,8.64,32.67,2,8.67,32.99,3,8.61,33.01,4,8.98,33.95
1,8.78,41.450,0,,PEN,2,9.12,42.127,3,9.22,43.161
