Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Min-Kyung CHOI POSITION,Min-Kyung CHOI LAP TIME,Min-Kyung CHOI ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME
4,13.610,13.610,1,13.367,13.367,3,13.577,13.577,2,13.374,13.374
4,9.736,23.346,3,9.789,23.156,2,9.551,23.127,1,9.677,23.051
4,9.888,33.234,3,9.879,33.035,2,9.727,32.854,1,9.683,32.733
4,9.943,43.176,1,9.645,42.680,2,10.005,42.859,3,10.136,42.869
4,9.773,52.949,2,9.957,52.636,1,9.583,52.441,3,9.902,52.770
4,9.848,1:02.796,2,9.643,1:02.279,1,9.757,1:02.198,3,9.811,1:02.581
4,9.830,1:12.626,3,10.082,1:12.360,1,9.989,1:12.186,2,9.629,1:12.210
3,9.857,1:22.482,1,9.568,1:21.928,2,10.100,1:22.286,4,10.366,1:22.575
1,10.17,1:32.646,2,10.74,1:32.662,4,10.67,1:32.948,3,10.24,1:32.813
