Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
1,12.83,12.83,4,13.05,13.05,3,12.92,12.92,5,13.21,13.21,2,12.90,12.90
4,10.10,22.93,1,9.64,22.69,2,9.81,22.73,5,9.83,23.04,3,9.93,22.83
1,9.15,32.08,2,9.53,32.22,3,9.59,32.32,5,9.51,32.55,4,9.60,32.43
2,9.74,41.82,3,9.71,41.93,1,9.42,41.74,5,9.49,42.04,4,9.54,41.97
2,9.28,51.10,3,9.31,51.24,1,9.24,50.98,5,9.35,51.39,4,9.32,51.29
2,8.93,1:00.03,3,8.92,1:00.16,1,8.92,59.90,5,8.98,1:00.37,4,8.99,1:00.28
2,8.95,1:08.98,3,8.90,1:09.06,1,8.98,1:08.88,5,8.86,1:09.23,4,8.89,1:09.17
2,9.12,1:18.10,4,9.22,1:18.28,1,9.13,1:18.01,3,8.96,1:18.19,5,9.14,1:18.31
3,24.23,1:42.329,1,9.44,1:27.717,4,37.54,1:55.547,0,,YC,2,9.43,1:27.736
