Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME
3,9.22,16.66,1,9.29,16.21,2,9.29,16.45,4,9.17,16.70
3,8.57,25.23,1,8.62,24.84,2,8.44,24.90,4,8.83,25.54
4,8.96,34.20,1,8.81,33.66,2,8.77,33.67,3,8.62,34.16
3,9.08,43.275,1,9.14,42.793,2,9.26,42.923,4,9.24,43.396
