SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME
1,6.743,6.743,3,7.072,7.072,2,6.962,6.962,4,7.218,7.218
1,9.209,15.951,4,9.221,16.292,2,9.229,16.190,3,9.011,16.229
1,8.780,24.731,2,8.708,25.000,3,8.972,25.162,4,9.034,25.262
1,8.971,33.701,2,8.842,33.842,3,8.890,34.051,4,8.835,34.097
1,9.23,42.929,2,9.12,42.962,3,8.99,43.035,4,8.98,43.073
