NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
4,13.20,13.20,3,13.05,13.05,1,12.75,12.75,2,12.93,12.93
4,9.47,22.67,3,9.52,22.57,1,9.57,22.32,2,9.51,22.44
4,9.07,31.74,3,9.03,31.60,1,9.08,31.40,2,9.06,31.50
4,8.89,40.63,3,8.89,40.49,1,8.87,40.27,2,8.89,40.39
4,8.75,49.38,3,8.80,49.29,1,8.85,49.12,2,8.83,49.22
4,8.95,58.33,3,8.93,58.22,1,8.88,58.00,2,8.86,58.08
4,8.87,1:07.20,3,8.94,1:07.16,1,8.97,1:06.97,2,8.97,1:07.05
3,8.98,1:16.18,4,9.14,1:16.30,1,9.08,1:16.05,2,9.13,1:16.18
2,9.15,1:25.328,4,9.39,1:25.690,1,9.20,1:25.245,3,9.23,1:25.411
