FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,6.960,6.960,3,7.420,7.420,2,7.390,7.390,4,7.550,7.550
1,9.860,16.820,3,9.780,17.200,2,9.660,17.050,4,9.860,17.410
1,9.400,26.230,2,9.070,26.270,3,9.240,26.300,4,9.080,26.500
1,9.190,35.420,2,9.380,35.660,3,9.710,36.010,4,9.640,36.140
1,9.580,45.010,3,9.630,45.290,4,9.500,45.510,2,9.130,45.270
