LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
1,13.30,13.30,2,13.31,13.31,4,13.63,13.63,3,13.47,13.47,5,13.74,13.74
1,9.63,22.93,2,9.64,22.95,4,9.65,23.28,3,9.69,23.16,5,9.78,23.52
1,9.09,32.02,3,9.29,32.24,4,9.08,32.36,2,8.99,32.15,5,9.32,32.84
1,9.21,41.23,3,9.21,41.45,4,9.24,41.60,2,9.22,41.37,5,9.43,42.27
1,9.18,50.41,3,9.15,50.60,4,9.13,50.73,2,9.17,50.54,5,9.51,51.78
1,9.19,59.60,3,9.18,59.78,4,9.15,59.88,2,9.16,59.70,5,9.67,1:01.45
2,9.19,1:08.79,3,9.19,1:08.97,4,9.27,1:09.15,1,9.08,1:08.78,5,9.95,1:11.40
2,9.02,1:17.81,3,8.93,1:17.90,4,9.10,1:18.25,1,8.61,1:17.39,5,10.16,1:21.56
2,9.07,1:26.88,3,9.07,1:26.97,4,9.15,1:27.40,1,9.07,1:26.46,5,10.33,1:31.89
