Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
3,8.23,8.23,4,8.28,8.28,2,7.70,7.70,1,7.70,7.70
2,10.09,18.32,3,10.21,18.49,4,29.89,37.59,1,9.26,16.96
2,9.51,27.83,3,9.49,27.98,4,17.45,55.04,1,8.93,25.89
2,9.52,37.35,3,9.51,37.49,4,13.84,1:08.88,1,9.16,35.05
2,9.83,47.172,3,9.78,47.269,4,13.09,1:21.963,1,9.37,44.412
