Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME
1,6.83,6.83,2,6.94,6.94,3,7.08,7.08,4,7.28,7.28
1,8.86,15.69,2,8.85,15.79,3,8.89,15.97,4,8.82,16.10
1,8.39,24.08,2,8.37,24.16,3,8.29,24.26,4,8.55,24.65
1,8.55,32.63,3,8.66,32.82,2,8.45,32.71,4,8.63,33.28
1,8.88,41.51,4,9.46,42.259,2,8.88,41.59,3,8.88,42.138
