Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,Thomas MOGENDORFF POSITION,Thomas MOGENDORFF LAP TIME,Thomas MOGENDORFF ELAPSED TIME,DEL MEDICO Vincent POSITION,DEL MEDICO Vincent LAP TIME,DEL MEDICO Vincent ELAPSED TIME,Sascha HOFMANN POSITION,Sascha HOFMANN LAP TIME,Sascha HOFMANN ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,7.076,7.076,3,7.231,7.231,4,7.352,7.352,5,7.465,7.465,2,7.114,7.114
1,9.271,16.347,2,9.372,16.603,4,9.582,16.934,5,9.847,17.312,3,9.627,16.740
1,9.030,25.377,3,9.305,25.907,4,9.227,26.160,5,9.167,26.478,2,9.028,25.768
1,9.412,34.789,4,9.501,35.408,2,9.063,35.222,5,9.073,35.551,3,9.537,35.304
1,9.34,44.127,2,9.83,45.238,0,,DQ,4,9.97,45.512,3,10.11,45.406
