PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME
3,13.56,13.56,2,13.40,13.40,4,13.66,13.66,1,13.27,13.27
1,9.44,23.00,2,9.62,23.02,4,9.59,23.25,3,9.77,23.04
1,9.02,32.02,2,9.08,32.10,4,9.01,32.26,3,9.15,32.19
1,9.38,41.40,2,9.43,41.53,3,9.36,41.62,4,9.58,41.77
1,9.31,50.71,2,9.33,50.86,4,9.41,51.03,3,9.20,50.97
1,9.29,1:00.00,2,9.17,1:00.03,3,9.12,1:00.15,4,9.35,1:00.32
1,9.11,1:09.11,2,9.21,1:09.24,3,9.13,1:09.28,4,9.11,1:09.43
1,9.08,1:18.19,2,9.09,1:18.33,4,9.20,1:18.48,3,9.04,1:18.47
1,9.02,1:27.207,3,9.11,1:27.426,2,8.81,1:27.285,4,9.52,1:27.974
