John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
2,13.35,13.35,3,13.36,13.36,4,13.44,13.44,1,13.25,13.25
2,10.24,23.59,1,10.11,23.47,4,10.33,23.77,3,10.43,23.68
3,10.32,33.91,2,10.37,33.84,4,10.29,34.06,1,9.97,33.65
3,9.77,43.68,2,9.73,43.57,4,9.71,43.77,1,9.82,43.47
3,9.43,53.11,1,9.31,52.88,4,9.50,53.27,2,9.53,53.00
3,8.97,1:02.08,1,8.84,1:01.72,4,8.84,1:02.11,2,9.02,1:02.02
3,9.32,1:11.40,1,8.74,1:10.46,2,9.21,1:11.32,4,9.67,1:11.69
2,9.27,1:20.67,1,8.94,1:19.40,3,9.40,1:20.72,4,9.90,1:21.59
2,9.34,1:30.004,1,9.12,1:28.516,0,,PEN,3,10.31,1:31.896
