Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
3,14.713,14.713,2,14.390,14.390,1,14.348,14.348,4,15.051,15.051
3,10.602,25.314,2,10.819,25.208,1,10.595,24.943,4,10.473,25.524
2,9.785,35.099,4,9.918,35.125,1,10.040,34.982,3,9.583,35.106
4,10.109,45.208,1,9.920,45.045,3,10.184,45.165,2,10.036,45.142
4,9.989,55.197,2,9.836,54.880,1,9.628,54.793,3,9.898,55.040
4,9.723,1:04.919,1,9.678,1:04.557,2,9.822,1:04.615,3,9.631,1:04.670
4,9.996,1:14.915,1,9.974,1:14.531,2,9.999,1:14.614,3,10.050,1:14.720
4,9.943,1:24.858,3,10.137,1:24.668,1,9.903,1:24.517,2,9.948,1:24.667
4,10.38,1:35.233,1,10.02,1:34.687,2,10.24,1:34.757,3,10.18,1:34.843
