Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Mariann NAGY POSITION,Mariann NAGY LAP TIME,Mariann NAGY ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME
2,7.438,7.438,3,7.688,7.688,1,7.300,7.300,5,10.403,10.403,4,8.144,8.144
1,9.879,17.317,3,10.104,17.791,2,10.072,17.372,5,10.891,21.294,4,10.252,18.396
2,9.661,26.978,3,9.631,27.422,1,9.569,26.941,5,9.857,31.150,4,9.946,28.342
2,9.651,36.629,3,9.875,37.296,1,9.610,36.550,5,10.107,41.256,4,10.125,38.467
2,10.30,46.927,3,10.43,47.719,1,9.97,46.515,5,10.74,51.991,4,10.46,48.926
