PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Ylenia TOTA POSITION,Ylenia TOTA LAP TIME,Ylenia TOTA ELAPSED TIME,Oliwia GAWLICA POSITION,Oliwia GAWLICA LAP TIME,Oliwia GAWLICA ELAPSED TIME,Anita NAGAY POSITION,Anita NAGAY LAP TIME,Anita NAGAY ELAPSED TIME
1,15.57,15.57,2,15.67,15.67,4,15.85,15.85,3,15.76,15.76
1,12.24,27.81,3,12.29,27.96,4,12.18,28.03,2,12.19,27.95
1,10.36,38.17,2,10.44,38.40,3,10.43,38.46,4,10.75,38.70
1,10.10,48.27,2,10.00,48.40,3,10.07,48.53,4,9.94,48.64
1,10.17,58.44,2,10.14,58.54,3,10.14,58.67,4,10.16,58.80
1,9.92,1:08.36,2,9.89,1:08.43,3,9.94,1:08.61,4,9.90,1:08.70
1,9.89,1:18.25,2,9.92,1:18.35,3,10.08,1:18.69,4,10.10,1:18.80
1,9.93,1:28.18,2,9.93,1:28.28,3,10.32,1:29.01,4,10.25,1:29.05
1,9.81,1:37.984,2,10.10,1:38.372,4,10.90,1:39.901,3,10.71,1:39.757
