DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME
1,6.77,6.77,2,6.94,6.94,3,7.14,7.14,4,7.29,7.29,5,7.54,7.54
1,9.09,15.86,2,9.03,15.97,3,8.99,16.13,4,9.14,16.43,5,9.26,16.80
1,8.52,24.38,2,8.52,24.49,3,8.52,24.65,4,8.61,25.04,5,8.79,25.59
1,8.62,33.00,2,8.60,33.09,3,8.62,33.27,4,8.68,33.72,5,9.01,34.60
1,9.00,42.00,2,9.00,42.09,3,8.89,42.16,4,8.89,42.61,5,9.39,43.99
