Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,WOLFGANG Matthias POSITION,WOLFGANG Matthias LAP TIME,WOLFGANG Matthias ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
1,18.63,18.63,3,18.89,18.89,2,18.77,18.77,4,18.95,18.95
1,12.03,30.66,4,12.29,31.18,2,12.05,30.82,3,12.06,31.01
1,10.75,41.41,4,10.59,41.77,2,10.68,41.50,3,10.62,41.63
1,10.16,51.57,4,10.19,51.96,2,10.17,51.67,3,10.17,51.80
1,9.70,1:01.27,4,9.72,1:01.68,2,9.72,1:01.39,3,9.70,1:01.50
1,9.45,1:10.72,4,9.87,1:11.55,2,9.42,1:10.81,3,9.44,1:10.94
1,9.24,1:19.96,4,10.12,1:21.67,2,9.23,1:20.04,3,9.22,1:20.16
1,9.23,1:29.19,4,10.36,1:32.03,2,9.31,1:29.35,3,9.39,1:29.55
1,9.37,1:38.555,4,10.60,1:42.622,2,9.27,1:38.615,3,9.45,1:38.995
