Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,SEO Ho-Jin POSITION,SEO Ho-Jin LAP TIME,SEO Ho-Jin ELAPSED TIME
4,7.084,7.084,3,6.976,6.976,1,6.757,6.757,5,7.296,7.296,2,6.913,6.913
3,9.114,16.197,5,10.105,17.081,1,9.054,15.811,4,9.026,16.322,2,9.078,15.991
4,8.620,24.817,3,7.498,24.578,2,8.756,24.566,5,8.752,25.074,1,8.472,24.463
4,9.034,33.850,1,8.729,33.306,2,9.027,33.593,5,8.911,33.984,3,9.174,33.636
3,9.13,42.971,1,9.38,42.681,2,9.33,42.914,4,9.15,43.125,0,,DQ
