Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
3,13.11,13.11,4,13.25,13.25,1,12.89,12.89,2,12.99,12.99
3,10.54,23.65,4,10.47,23.72,1,10.50,23.39,2,10.52,23.51
3,10.21,33.86,4,10.27,33.99,1,10.24,33.63,2,10.23,33.74
3,9.97,43.83,4,9.92,43.91,1,9.99,43.62,2,10.01,43.75
3,9.67,53.50,4,9.68,53.59,1,9.63,53.25,2,9.59,53.34
3,9.17,1:02.67,4,9.24,1:02.83,1,9.33,1:02.58,2,9.33,1:02.67
2,9.26,1:11.93,4,9.29,1:12.12,1,9.25,1:11.83,3,9.36,1:12.03
3,9.33,1:21.26,4,9.16,1:21.28,1,9.16,1:20.99,2,9.13,1:21.16
3,9.49,1:30.743,4,9.78,1:31.053,1,9.29,1:30.272,2,9.43,1:30.583
