Louise MILESI POSITION,Louise MILESI LAP TIME,Louise MILESI ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
4,7.88,7.88,3,7.71,7.71,1,7.44,7.44,2,7.51,7.51
4,9.78,17.66,3,9.49,17.20,1,9.47,16.91,2,9.49,17.00
4,9.23,26.89,3,8.93,26.13,1,9.00,25.91,2,8.99,25.99
4,9.56,36.45,3,9.04,35.17,1,9.06,34.97,2,9.07,35.06
4,9.83,46.271,3,9.42,44.581,1,9.31,44.271,2,9.31,44.370
